originating_system_id,dc:title,dcterms:alternative,dc:relation,compoundrelationship,group_id,collection_id,dc:type,mms_id,file_name_1,dc:identifier,dcterms:identifier.dcterms:URI,dc:creator,dc:contributor,dcterms:tableOfContents,dc:subject,dcterms:subject.dcterms:LCSH,dc:description,dcterms:provenance,dcterms:bibliographicCitation,dcterms:abstract,dcterms:publisher,dc:date,dcterms:created,dcterms:issued,dcterms:dateSubmitted,dcterms:dateAccepted,dc:format,dcterms:extent,dcterms:medium,dcterms:format.dcterms:IMT,dcterms:type.dcterms:DCMIType,dc:language,dcterms:isPartOf,dc:coverage,dcterms:spatial,dcterms:spatial.dcterms:Point,dcterms:temporal,dc:rights,dc:source,bib custom field,rep_label,rep_public_note,rep_access_rights,rep_usage_type,rep_library,rep_note,rep_custom field,file_label_1,file_name_2,file_label_2,googlesheetsource,dginfo,oldalttitle
grinnell:34420,"Student During Relays, 1988",,,,,,image,991011589543404641,grinnell_34420_OBJ.tiff,grinnell:34420,,,,,Student Life | Campus | Relays | Campus Activities | Competition | Social Life,,Student wearing sunglasses during Relays with a drink in their hand.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34399,"Student Life and Athletics, 1988",,,,,,image,991011589629604641,grinnell_34399_OBJ.tiff,grinnell:34399,,,,,Student Life | Campus | Athletics | Frisbee,,Two students playing frisbee on campus. Right: Zabrae Valentine.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20114,"Religious Studies, 1988",,,,,,image,991011588272204641,grinnell_20114_OBJ.tiff,grinnell:20114,,,,,Students | Academics,,Group of students study together laying down on the floor.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34402,"Student Life, 1988, Photograph 3",,,,,,image,991011589628704641,grinnell_34402_OBJ.tiff,grinnell:34402,,,,,Student Life | Campus | Multicultural,,Two students on campus looking through their notes.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34067,"Student Life, 1980s, Photograph 4",,,,,,image,991011588252704641,grinnell_34067_OBJ.tiff,grinnell:34067,,,,,Student Life | Students | Campus,,"Students talking on campus, 1988.",Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34405,"Student Life, 1988, Photograph 4",,,,,,image,991011589627704641,grinnell_34405_OBJ.tiff,grinnell:34405,,,,,Student Life | Campus | Multicultural,,Three students on campus reading campus memoes. Left: Adrienne Enriquez.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34406,"Student Life on Campus, 1988, Photograph 4",,,,,,image,991011589627304641,grinnell_34406_OBJ.tiff,grinnell:34406,,,,,Student Life | Campus | Mac Field,,Three students laying on the grass on Mac Field in front of North Campus dorms. Right: Brenn Sarata,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34419,"Student Life in Dorms, 1988, Photograph 4",,,,,,image,991011589543704641,grinnell_34419_OBJ.tiff,grinnell:34419,,,,,Student Life | Campus | South Campus | Students | Dorms,,"Students sitting in a lounge watching television. Front row, left to right are Katie Dean and Rupin Thakkar. Second ffrom the left in the middle row is Josh Tubbiessen.",Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34407,"Student Life on Campus, 1988, Photograph 5",,,,,,image,991011589626904641,grinnell_34407_OBJ.tiff,grinnell:34407,,,,,Student Life | Campus | Goodnow Hall,,Two students walking in front of Goodnow Hall.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34408,"Student Life on Campus, 1988, Photograph 6",,,,,,image,991011589626404641,grinnell_34408_OBJ.tiff,grinnell:34408,,,,,Student Life | Campus | Carnegie Hall,,Two students reading Scarlet & Black on the stairs of Carnegie Hall.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34409,"Student Life on Campus, 1988, Photograph 7",,,,,,image,991011589625904641,grinnell_34409_OBJ.tiff,grinnell:34409,,,,,Student Life | Campus,,Five students walking on campus.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34410,"Student Life on Campus, 1988, Photograph 8",,,,,,image,991011589625504641,grinnell_34410_OBJ.tiff,grinnell:34410,,,,,Student Life | Campus | Mears Cottage,,Three students studying in front of Mears Cottage.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34411,"Student Life on Campus, 1988, Photograph 9",,,,,,image,991011589625104641,grinnell_34411_OBJ.tiff,grinnell:34411,,,,,Student Life | Campus,,Student laying on the grass reading.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34414,"Student Life on Campus, 1988, Photograph 12",,,,,,image,991011589623604641,grinnell_34414_OBJ.tiff,grinnell:34414,,,,,Student Life | Campus,,"Four students walking on campus. Second from the left:  Courtney Smith, far right: Natalie Baggs",Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34415,"Student Life on Campus, 1988, Photograph 13",,,,,,image,991011589623204641,grinnell_34415_OBJ.tiff,grinnell:34415,,,,,Student Life | Campus | South Campus,,"Three students sitting in front of South Campus On the left is Josh Toliessen, and on the right is Andy Hicken.",Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34416,"Student Life on Campus, 1988, Photograph 14",,,,,,image,991011589545404641,grinnell_34416_OBJ.tiff,grinnell:34416,,,,,Student Life | Campus | North Campus,,Two students posing in front of North Campus dormitories.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34423,"Student Life on Campus, 1988, Photograph 19",,,,,,image,991011589542504641,grinnell_34423_OBJ.tiff,grinnell:34423,,,,,Student Life | Campus | North Campus,,Two students walking in the North Campus loggia.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34425,"Student Life on Campus, 1988, Photograph 20",,,,,,image,991011589541704641,grinnell_34425_OBJ.tiff,grinnell:34425,,,,,Student Life | Campus,,Three students posing on campus.,Office of Communications,,,,1988,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:29488,"Commencement, 1989",,,,,,image,991011588501304641,grinnell_29488_OBJ.tiff,grinnell:29488,,,,,commencement,,A student with a flower necklace around their neck walks down the center aisle at the 1989 Commencement ceremony.,Office of Communications,,,,1989,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19981,"Student Group Photo, 1989",,,,,,image,991011588276204641,grinnell_19981_OBJ.jpg,grinnell:19981,,,,,Students | Group Photos,,"Eleven students pose for a group photo. Top Row: Unknown, Pleshette Hamm, Chris Planter, Blakely Clepp, Sylvain Boko. Middle Row: Unknown, Sylvia Bachman, Jeff Fields. Bottom Row: Kevin Sterk, Gwenda McLamb, Unknown, Unknown.",Office of Communications,,,,1989,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19989,"New Student Days, 1989, Photograph 1",,,,,,image,991011588274704641,grinnell_19989_OBJ.jpg,grinnell:19989,,,,,Students | New Student Days,,Students holding New Student Days water bottles.,Office of Communications,,,,1989,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19990,"New Student Days, 1989, Photograph 2",,,,,,image,991011588274504641,grinnell_19990_OBJ.jpg,grinnell:19990,,,,,Students | New Student Days,,Students sharing food during New Student Days.,Office of Communications,,,,1989,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19992,"New Student Days, 1989, Photograph 4",,,,,,image,991011588274104641,grinnell_19992_OBJ.jpg,grinnell:19992,,,,,Students | New Student Days,,Students playing a teambuilding game during New Student Days.,Office of Communications,,,,1989,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34064,"Student Life, 1980s, Photograph 1",,,,,,image,991011588253004641,grinnell_34064_OBJ.tiff,grinnell:34064,,,,,Students | Student Life | North Campus | Loggia,,"Students on the North Campus loggia, spring 1989. ",Office of Communications,,,,1989,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20130,"Writing Center, 1990",,,,,,image,991011588267904641,grinnell_20130_OBJ.tiff,grinnell:20130,,,,,Students | Writing Center | Academics,,"Student receives help with writing at the Writing Center, 1990.",Office of Communications,,,,1990,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20133,"Student Concert, 1990, Photograph 1",,,,,,image,991011588267104641,grinnell_20133_OBJ.jpg,grinnell:20133,,,,,Students | Concert ,,"Students dance at a student concert, 1990.",Office of Communications,,,,1990,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:29482,"Commencement, 1990, Photograph 1",,,,,,image,991011588501904641,grinnell_29482_OBJ.tiff,grinnell:29482,,Jack Robertson,,,Commencement,,"Two students shake hands at Commencement on May 21, 1990. Both students are wearing flower crowns and necklaces. Ken Ikeda (Left), Vincent Kiste (Right).",Office of Communications,,,,1990,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:29489,"Commencement, 1990, Photograph 2",,,,,,image,991011588501204641,grinnell_29489_OBJ.tiff,grinnell:29489,,Jack Robertson,,,Commencement,,student Eva Gakanyo stands surrounded by their family at the 1990 Commencement ceremony.,Office of Communications,,,,1990,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:29492,"Commencement, 1990, Photograph 3",,,,,,image,991011588500904641,grinnell_29492_OBJ.tiff,grinnell:29492,,Jack Robertson,,,Commencement,,"Sharon Hutchins, the winner of the Archibald Prize, poses for a photograph at the May 21, 1990 Commencement ceremony. ",Office of Communications,,,,1990,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20125,"Dance Performance, 1990",,,,,,image,991011588269104641,grinnell_20125_OBJ.tiff,grinnell:20125,,,,,Students | Dance | Performance,,"Two students face eac hother on a darkened stage during a dance performance, March 1990.",Office of Communications,,,,1990,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19936,"Grinnell College Bookstore, 1990s",,,,,,image,991011588282304641,grinnell_19936_OBJ.jpg,grinnell:19936,,,,,bookstore | Students,,Two women and a male student in the bookstore. Undated.,Office of Communications,,,,1990,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:23467,"Student Plays the Bongos, 1990s",,,,,,image,991011588514704641,grinnell_23467_OBJ.tiff,grinnell:23467,,,,,Students | Music,,A student wearing a Grinnell College t-shirt plays the bongos.,Office of Communications,,,,1990,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34517,"Debate Union Participants, 1991",,,,,,image,991011589533504641,grinnell_34517_OBJ.tiff,grinnell:34517,,,,,Student Life | Clubs and Organizations | Debate,,"Debate Union Participants, debate /""The American Dream Is A Nightmare./"" Identified students: center right Amy Downs '92 and right David Karol '91.",Office of Communications,,,,1991,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:35200,"A.S.I.A. Food Bazaar, 1996",,,,,,image,991011589622004641,grinnell_35200_OBJ.tiff,grinnell:35200,,,,,Students | Events | Asia,,A.S.I.A. Food Bazaar.,Office of Communications,,,,1996,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34121,"Black Cultural Cnter Campus Movie Night, 1996, Photograph 1",,,,,,image,991011588477004641,grinnell_34121_OBJ.tiff,grinnell:34121,,,,,Students | Student Life | Black Cultural Center,,At the BCC movie night campus event in Fall 1996.,Office of Communications,,,,1996,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19889,"Fencing, 1960s",,,,,,image,991011588544004641,grinnell19889.jpg,grinnell:19889,,,,,Students| Athletics | Fencing | Gym,,"Three students wearing full fencing gear standing outside of the Old Women's Gym, 1965 or 1966. Student on right is Bruce McConachie.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19996,"Cheerleaders, 1965",,,,,,image,991011588273304641,grinnell19996.jpg,grinnell:19996,,,,,Cheerleading | Athletics | Students,,"Group of six cheerleaders in formation. Julie Johnson Sellergren (Top left), Jody Burdette (bottom left) 1965. ",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20072,"Scheaffer Art Gallery, 1965",,,,,,image,991011588269804641,grinnell20072.jpg,grinnell:20072,,,,,Students | Art Exhibit | Art | Scheaffer Art Gallery | Fine Art Building,,Two students sit facing eachother in the Scheaffer Art Gallery. Midge Dillow (Left) ,Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34476,"Registration in Darby Gym, 1963",,,,,,image,991011589529404641,grinnell34476.jpg,grinnell:34476,,,,,Students | Registration | Academics | New Students Day ,,Course registration in Darby Gym. Secpmd from the left is Judy Edquist Hath.,Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:4950,"Grinnell College Health Center, 1963",,,,,,image,991011589642904641,grinnell4950.jpg,grinnell:4950,,,,,Students | Health Center ,,Photograph of head resident nurse and students in Grinnell College Health Center. Ralph Craft (far left).,Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19998,"Psychology Experiment, 1963",,,,,,image,991011588533504641,grinnell19998.jpg,grinnell:19998,,,,,Academics | Class | Psychology,,"Two students and a lab rat in the basement of Goodnow Hall. Don Boque (left), Barbara Breckenride Franklin (right).",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19900,"New Student Days, 1963, Photograph 3",,,,,,image,991011588541804641,grinnell19900.jpg,grinnell:19900,,,,,Students | new student orientation,,"new student orientation, 1963. Dennis Spencer.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:20103,"Forum, 1965",,,,,,image,991011588261404641,grinnell:20103.jpg,grinnell:20103,,,,,Forum | Students | Student life,,"Students talk on Forum staircase. Nan Rudolph (left), Larry Miller (Right).",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19938,"Student Organization of Latinxs (SOL), Early Late 1990s/2000s, Photographs 2",,,,,,image,991011588281904641,SOL_Late1990s_Early2000s(3).jpg,grinnell:19938,,,,,SOL | Latinx | Students,,Ceremony/celebration for Student Organization of Latinas/Latinos. Russell K. Osgood and Marina Alvidrez '01.,Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19898,"New Student Days, Photograph 1",,,,,,image,991011588542504641,grinnell_10625_OBJ.jpg,grinnell:19898,,,,,new student orientation | student life | Mac field,,new student orientation 1963. Tom Hill (front left).,Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34143,CERA,,,,,,image,991011589531304641,CERA_1998.jpg,grinnell:34143,,,,,CERA | students | Conard Environmental Research Area,,Students at CERA in 1998. Cara Kitigawa (center),Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19947,"Swimming Award, 1998/1999",,,,,,image,991011588281004641,Swimming_Award_1998-1999.jpg,grinnell:19947,,,,,Swimming | Students | Award,,"Group of students by swimming pool with award. Back Row Left to Right: Unknown, Ian Besse, Jeremy Lundguts, Todd Kimball, Jake Pollack, Matez, unknown. Front Row Left to right: unknown, sarah davis, sarah urch, unknown, emily wergin",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19957,"International Students, Early 2000s",,,,,,image,991011588279904641,International_Students_Early2000s.jpg,grinnell:19957,,,,,International students | Students,,A group of international students. Second from the left: Heather Rania Mohamed Robb '03.Second from right: Erika Almanza Brown. First on right: Jeremy K. Bourdon (?) '03.,Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19939,"Student Organization of Latinxs (SOL), Early Late 1990s/2000s, Photograph 3",,,,,,image,991011588281704641,SOL_Late1990s_Early2000s(1).jpg,grinnell:19939,,,,,SOL | Latinx | Students,,"Ceremony/celebration for Student Organization of Latinas/Latinos. Left to right: Marina Alvidrez '01, Siclinda Canty-Elliot, and Russell K. Osgood.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19937,"Student Organization of Latinxs (SOL), Early Late 1990s/2000s, Photograph 1",,,,,,image,991011588282204641,SOL_Late1990s_Early2000s.jpg,grinnell:19937,,,,,SOL | Latinx | Students,,"Student Organization of Latinas/Latinos in Burling Library. From left to right: Gamaliel Dominguez '02, Claudia Gonzales '02, Marina Alvidrez '01, Robert X. Barron '02, Erin Fisk.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
# grinnell:34393,"Commencement, 1998",,,,,,image,,NO IMAGE,grinnell:34393,,,,,Student Life | Campus,,"Two students posing in front of North Campus dorms. From left to right: Michael Gonzalez and Adrienne Enriquez, class of 1998.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34115,"Dagorhir, 1997, Photograph 1",,,,,,image,991011588492604641,Medieval_Warrior_Fight_Practice_1997(1).jpg,grinnell:34115,,,,,Students | Dag | Dagorhir,,"Students duelling in Dag. Jared Seaman (far left), Chris Ellmann (4th from left). 1997",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34114,"Dagorhir, 1997, Photograph 2",,,,,,image,991011588492704641,Medieval_Warrior_Fight_Practice_1997(2).jpg,grinnell:34114,,,,,Students | Dag | Dagorhir,,"Students duelling in Dag. Left to right:Andrew Derksen, Jared Seaman, unkown, Ben Jenkins, unknown, unknown, unknown, Roy Huggins, unknown, Chris freeman, Elizabeth Twieg. 1997",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34117,"Dagorhir, 1997, Photograph 3",,,,,,image,991011588492404641,Medieval_Warrior_Fight_Practice_1997(3).jpg,grinnell:34117,,,,,Students | Dag | Dagorhir,,"Students duelling in Dag. Left to Right: Chris Ellmann, unknown, unknown, unknown, sarah hodges, unknown, jared seaman. 1997.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:23513,"Dagorhir, 1997, Photograph ????",,,,,,image,991011588522104641,Medieval_Warrior_Fight_Practice.jpg,grinnell:23513,,,,,Students | Dag | Dagorhir,,"Students duelling in Dag. Left to Right: mark houck, brian smith, elizabeth thrieg, ed teals, roy huggins, ben jenkins. 1997.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:23512,"Dagorhir, 1997, Photograph ????",,,,,,image,991011588522704641,Medieval_Warrior_Fight_Practice(1),grinnell:23512,,,,,Students | Dag | Dagorhir,,"students duelling in Dag. Casey Baker (far left), Roy Huggins (far right), Ben jenkins, (3rd from right). 1997.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19954,"Dagorhir, 1998-1999",,,,,,image,991011589541304641,Dagorhir_1998-1999.jpg,grinnell:19954,,Rob Nalewajk,,,Students | Dag | Dagorhir,,"Students from the Dag (Dagorhir) Sword Fighting Club. Robert /""Rob/"" J. Nalewajk '02 (guy turning back on the left). Elizabeth Fry (left duelist).",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34145,"Commencement, 1998, Photograph 1",,,,,,image,991011589530404641,Commencement_1998(2),grinnell:34145,,,,,Student | Commencement,,Khutso Madubanya during 1998 Commencement.,Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19958,"Poster Session, Early 2000s",,,,,,image,991011588279704641,Poster_Session_Early2000s.jpg,grinnell:19958,,,,,Students | poster session | Academics,,"Students at a poster session. Armistead Burke (Left), Rochelle Gander (Right). Circa 1998-2002.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19950,Class in Alumni Recitation Hall,,,,,,image,991011588280804641,Class_In_ARH_1998-1999.jpg,grinnell:19950,,,,,Students | Class,,"Three students at a table in Alumni Recitation Hall (ARH)/Carnegie classroom. Left to Right: Jamal Rogers, Toya Terry, Joseph R. Nelson '02. Photo likely taken in 1998 or 1999.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34137,Printmaking class [008],,,,,,image,991011589534204641,Printmaking_Class_1999.jpg,grinnell:34137,,,,,Students | Class,,"Students during a printmaking class. Undated, likely 1999. Harmony King (3rd from left)",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:34121,"Black Cultural Center Campus Movie Night, 1996 [001]",,,,,,image,991011588477004641,grinnell_34121_OBJ.jpg,grinnell:34121,,,,,Students | BCC | Black Cultural Center,,"At the BCC movie night campus event in Fall 1996. Left to Right:Jose Orozco, Frank Davis, Armistead Burke",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19964,"Young, Gifted, and Black Gospel Choir, Early 2000s [002]",,,,,,image,991011588278704641,Young_Gifted_Black_Gospel_Choir_Early2000s(1).jpg,grinnell:19964,,,,,Students | YGB | Young gifted and black choir,,"Young, Gifted, and Black Gospel Choir in rehearsal. First row from front: Kristie D. Henderson '03 (first from left in suspenders); Tiffany C. Brunk '02 (striped shirt); Courtney M. Jenkins '02 (seccond from right, gold sweater). Second row from front: Heather Thiessen Emmons (?) (second from left). Back row: Marie L. Opsahl-Lister '03 (third from left).",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:35200,"A.S.I.A. Food Bazaar, 1996",,,,,,image,991011589622004641,grinnell_35200_OBJ.jpg,grinnell:35200,,,,,A.S.I.A. | Students | Events,,"A.S.I.A. Food Bazaar. Left to Right: Raul Rojas, Jeremiah Garza, Angel Vargas. 1996.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:23519,Students Lounge on the Grass Near the Commencement Stage,,,,,,image,991011588518804641,Students_Lounge_on_Grass_near_Commencement_Stage_1997.jpg,grinnell:23519,,,,,Students | Student Life,,"Various groups of students lounge on the grass near the commencement stage on a sunny spring day. Kim Sherman (2nd from left), Erin Hendel (far right) 1997.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:19963,"Young, Gifted, and Black Gospel Choir, Early 2000s [001]",,,,,,image,991011588278904641,Young_Gifted_Black_Gospel_Choir_Early2000s.jpg,grinnell:19963,,,,,YGB | Students | Music | Young gifted and black choir,,"Young, Gifted, and Black Gospel Choir (YGB). First row from the back: Danielle Brinker '02 (second from left); Moser Mason (fourth from right); Jessica Leigh Kroeger '00 (second from right). Second row from the back: Jennifer L. Thornton '02 (first from left); Heather Thiessen Emmons '02(second from left). First row from the front: Courtney M. Jenkins '02 Second row from front, second from right: Akiko Kobayashi '02.",Office of Communications,,,,,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
grinnell:5171,College Forum Grill,,,,,,image,991011532695604641,grinnell_5171_OBJ.jpg,grinnell:5171,,,,,Students | Forum,,"Jon Frey, class of 1974 (left); and Joan Neuberger, class of 1975 (right) sit in a window of the Forum grill, 1974. ",Office of Communications,,,,1974,,,,,photograph, 1 photograph,,,,,,,,,,,,,,,,,,,,,,,,,
